geneA	geneB
CXCL3	CXCR2
CXCL3	CXCR4
CXCL3	GNAI1
CXCL3	LPAR5
CXCL3	CCR6
CXCL3	RLN3
CXCL3	CNR1
CXCL3	FPR1
CXCL3	SSTR2
CXCL3	GNG5
CXCL3	SAA1
CXCL3	PF4
CXCL3	CXCL1
CXCL3	CORT
CXCL3	C5AR1
CXCL3	HTR1B
CXCL3	TAS2R13
CXCL3	TAS2R19
CXCL3	GNGT2
CXCL3	C3AR1
CXCL3	NPY5R
CXCL3	GNAI3
CXCL3	ADCY4
CXCL3	TAS2R39
CXCL3	CCL20
CXCL3	GRM2
CXCL3	GRM4
CXCL5	AGT
CXCL5	CXCR2
CXCL5	CXCL12
CXCL5	CXCR4
CXCL5	GNAI1
CXCL5	LPAR5
CXCL5	TAS2R60
CXCL5	RLN3
CXCL5	FPR1
CXCL5	CNR1
CXCL5	CCR6
CXCL5	SSTR2
CXCL5	SAA1
CXCL5	GNG5
CXCL5	PF4
CXCL5	CXCL1
CXCL5	CORT
CXCL5	TAS2R13
CXCL5	C5AR1
CXCL5	HTR1B
CXCL5	TAS2R19
CXCL5	C3AR1
CXCL5	GNGT2
CXCL5	NPY5R
CXCL5	ADCY4
CXCL5	TAS2R39
CXCL5	GNAI3
CXCL5	CCL20
CXCL5	GALR1
CXCL5	GRM2
CXCL5	GRM4
CXCL5	LPAR1
CXCL5	MTNR1A
CXCL5	P2RY12
CXCL5	S1PR3
CXCL5	CCR3
CXCL5	TAS2R38
CXCL5	GRM8
CXCL5	PNOC
CXCL5	CXCL11
CXCL5	NPY2R
CXCL5	OPRL1
CXCL5	TAS2R40
CXCL5	DRD3
CXCL5	NMUR1
CXCL5	PTGER3
CXCL5	RXFP4
CXCL5	CXCL9
CXCL5	HTR1E
CXCL5	GNG7
CXCL5	TAS2R30
CXCL5	CCR1
CXCL5	NPW
CXCL5	CXCR6
CXCL5	NPY1R
CXCL5	CXCL2
CXCL5	CCL28
CXCL5	HCAR3
CXCL5	LPAR2
CXCL5	GPR55
CXCL5	RXFP3
CXCL5	CHRM4
CXCL5	CCR9
CXCL5	FPR2
CXCL5	GNAT3
CXCL5	TAS2R46
CXCL5	P2RY4
CXCL5	GNB2
CXCL5	GPSM1
CXCL5	HTR1A
CXCL5	FPR3
CXCL5	ADORA1
CXCL5	CCR4
CXCL5	GPER1
CXCL5	CNR2
CXCL5	CCR10
CXCL5	DRD2
CXCL5	GABBR1
CXCL5	CXCL8
CXCL5	INSL5
CXCL5	S1PR1
CXCL5	ADCY1
CXCL5	PYY
CXCL5	GNG12
CXCL5	PENK
CXCL5	NPBWR2
CXCL5	LPAR3
CXCL5	CCL19
CXCL5	S1PR5
CXCL5	OXGR1
CXCL5	HRH3
CXCL5	P2RY13
CXCL5	ADRA2C
CXCL5	GNG8
CXCL5	S1PR2
CXCL5	TAS2R42
CXCL5	NPY4R
CXCL5	PPBP
CXCL5	TAS2R20
CXCL5	TAS2R43
CXCL5	GNG10
CXCL5	ADCY6
CXCL5	GRM7
CXCL5	GNAI2
CXCL5	PTGDR2
CXCL5	CXCL10
CXCL5	TAS2R14
CXCL5	GNG2
CXCL5	HCAR2
CXCL5	CXCR3
CXCL5	AGTR2
CXCL5	P2RY14
CXCL5	CCL25
CXCL5	TAS2R31
CXCL5	CHRM2
CXCL5	ADCY5
CXCL5	HTR1F
CXCL5	GRM3
CXCL5	TAS2R1
CXCL5	OPRM1
CXCL5	PMCH
CXCL5	TAS2R50
CXCL5	ADCY2
CXCL5	TAS2R41
CXCL5	GALR2
CXCL5	NPB
CXCL5	GNG4
CXCL5	OXER1
CXCL5	CASR
CXCL5	GPR18
CXCL5	SUCNR1
CXCL5	NPBWR1
CXCL5	CCR8
CXCL5	NMS
PPBP	PMCH
PPBP	TAS2R50
PPBP	APOOL
PPBP	ADCY5
PPBP	SERPINA1
PPBP	CLEC3B
PPBP	GALR2
PPBP	IGF1
PPBP	NPB
PPBP	OXER1
PPBP	GNG4
PPBP	CASR
PPBP	SUCNR1
PPBP	GPR18
PPBP	NPBWR1
PPBP	ADCY2
PPBP	ITIH3
PPBP	FGB
PPBP	TAS2R41
PPBP	ACTN2
PPBP	CCR8
PPBP	NMS
PPBP	TAS2R1
PPBP	HTR1F
PPBP	GRM3
PPBP	OPRM1
PPBP	TAS2R38
PPBP	CCR3
PPBP	NPW
PPBP	CLU
PPBP	GRM8
PPBP	PNOC
PPBP	NPY2R
PPBP	FAM3C
PPBP	VTI1B
PPBP	CXCL11
PPBP	TAS2R40
PPBP	OPRL1
PPBP	DRD3
PPBP	AHSG
PPBP	CCR1
PPBP	TEX264
PPBP	NMUR1
PPBP	TGFB2
PPBP	PTGER3
PPBP	TAS2R30
PPBP	CXCL9
PPBP	RXFP4
PPBP	HTR1E
PPBP	NPY1R
PPBP	GNG7
PPBP	SELENOP
PPBP	HCAR3
PPBP	CXCL2
PPBP	CCL28
PPBP	CXCR6
PPBP	NHLRC2
PPBP	LPAR2
PPBP	CCR9
PPBP	CHRM4
PPBP	RXFP3
PPBP	VEGFB
PPBP	FPR2
PPBP	F8
PPBP	GTPBP2
PPBP	GNAT3
PPBP	TAS2R46
PPBP	GNB2
PPBP	P2RY4
PPBP	DRD2
PPBP	HTR1A
PPBP	GPSM1
PPBP	ADORA1
PPBP	FPR3
PPBP	FGA
PPBP	CCR4
PPBP	GPER1
PPBP	CCR10
PPBP	CNR2
PPBP	VEGFA
PPBP	IGF2
PPBP	HCAR2
PPBP	PENK
PPBP	VEGFD
PPBP	GABBR1
PPBP	CXCL8
PPBP	TMSB4X
PPBP	INSL5
PPBP	PLG
PPBP	S1PR1
PPBP	ADCY1
PPBP	PYY
PPBP	GNG12
PPBP	HRH3
PPBP	SERPINA4
PPBP	FGG
PPBP	LPAR3
PPBP	NPBWR2
PPBP	F5
PPBP	CCL19
PPBP	A2M
PPBP	OXGR1
PPBP	GNG8
PPBP	P2RY13
PPBP	GAS6
PPBP	S1PR5
PPBP	TAS2R42
PPBP	S1PR2
PPBP	ADRA2C
PPBP	NPY4R
PPBP	ECM1
PPBP	TAS2R43
PPBP	GRM7
PPBP	ADCY6
PPBP	GNG10
PPBP	PTGDR2
PPBP	CXCR3
PPBP	GNAI2
PPBP	SERPINF2
PPBP	ACTN1
PPBP	CXCL10
PPBP	GNG2
PPBP	LPAR1
PPBP	CCL25
PPBP	TAS2R14
PPBP	P2RY14
PPBP	TAS2R31
PPBP	CHRM2
PPBP	P2RY12
PPBP	S1PR3
PPBP	AGTR2
PPBP	GPR55
PPBP	TAS2R20
PPBP	MTNR1A
PPBP	CFD
PPBP	GNAI1
PPBP	CXCR2
PPBP	AGT
PPBP	CXCL12
PPBP	CXCR4
PPBP	FN1
PPBP	SERPINA3
PPBP	LPAR5
PPBP	PROS1
PPBP	TAS2R60
PPBP	TOR4A
PPBP	RLN3
PPBP	CXCL1
PPBP	CCR6
PPBP	CNR1
PPBP	FAM49B
PPBP	FPR1
PPBP	QSOX1
PPBP	SAA1
PPBP	SSTR2
PPBP	CTSW
PPBP	PF4
PPBP	GNG5
PPBP	C5AR1
PPBP	CORT
PPBP	TAS2R13
PPBP	HTR1B
PPBP	CDC37L1
PPBP	ORM2
PPBP	GNGT2
PPBP	LEFTY2
PPBP	PDGFB
PPBP	NPY5R
PPBP	C3AR1
PPBP	TAS2R19
PPBP	ADCY4
PPBP	TAS2R39
PPBP	GNAI3
PPBP	GRM2
PPBP	GALR1
PPBP	GRM4
PPBP	CCL20
PPBP	SCCPDH
PF4	CXCR2
PF4	ADCY5
PF4	SERPINA1
PF4	NPB
PF4	TAS2R50
PF4	APOOL
PF4	GALR2
PF4	PMCH
PF4	CLEC3B
PF4	GNG4
PF4	OXER1
PF4	IGF1
PF4	PNOC
PF4	TAS2R41
PF4	SUCNR1
PF4	CASR
PF4	GPR18
PF4	NPBWR1
PF4	ADCY2
PF4	ITIH3
PF4	NMS
PF4	CCR8
PF4	TAS2R38
PF4	HTR1F
PF4	TAS2R1
PF4	OPRM1
PF4	GRM3
PF4	CCR3
PF4	GRM8
PF4	CLU
PF4	ACTN2
PF4	NPY2R
PF4	FAM3C
PF4	VTI1B
PF4	CXCL11
PF4	OPRL1
PF4	AHSG
PF4	TEX264
PF4	TAS2R40
PF4	DRD3
PF4	PTGER3
PF4	NMUR1
PF4	TGFB2
PF4	CXCL9
PF4	RXFP4
PF4	HTR1E
PF4	TAS2R30
PF4	CCR1
PF4	NPW
PF4	GNG7
PF4	SELENOP
PF4	CCL28
PF4	CXCL2
PF4	NPY1R
PF4	HCAR3
PF4	NHLRC2
PF4	LPAR2
PF4	FPR2
PF4	CXCR6
PF4	RXFP3
PF4	CHRM4
PF4	CCR9
PF4	F8
PF4	GTPBP2
PF4	VEGFB
PF4	S1PR1
PF4	P2RY4
PF4	GNB2
PF4	TAS2R46
PF4	GNAT3
PF4	GPSM1
PF4	HTR1A
PF4	FPR3
PF4	ADORA1
PF4	FGA
PF4	CNR2
PF4	GPER1
PF4	CCR4
PF4	CCR10
PF4	PLG
PF4	GABBR1
PF4	VEGFA
PF4	IGF2
PF4	DRD2
PF4	CXCL8
PF4	TMSB4X
PF4	VEGFD
PF4	INSL5
PF4	PENK
PF4	GNG12
PF4	ADCY1
PF4	PYY
PF4	LPAR3
PF4	FGG
PF4	NPBWR2
PF4	F5
PF4	SERPINA4
PF4	CCL19
PF4	P2RY13
PF4	OXGR1
PF4	A2M
PF4	HRH3
PF4	GNG2
PF4	GNG8
PF4	S1PR5
PF4	GAS6
PF4	ADRA2C
PF4	S1PR2
PF4	TAS2R42
PF4	NPY4R
PF4	ECM1
PF4	TAS2R43
PF4	ADCY6
PF4	GRM7
PF4	PTGDR2
PF4	GNG10
PF4	SERPINF2
PF4	GNAI2
PF4	ACTN1
PF4	CXCL10
PF4	AGT
PF4	LPAR1
PF4	P2RY12
PF4	CHRM2
PF4	TAS2R31
PF4	CXCR3
PF4	CCL25
PF4	HCAR2
PF4	TAS2R14
PF4	P2RY14
PF4	AGTR2
PF4	TAS2R20
PF4	S1PR3
PF4	GPR55
PF4	MTNR1A
PF4	ORM2
PF4	RLN3
PF4	FN1
PF4	CXCR4
PF4	CXCL12
PF4	TOR4A
PF4	GNAI1
PF4	LPAR5
PF4	TAS2R60
PF4	SERPINA3
PF4	SAA1
PF4	PROS1
PF4	CFD
PF4	CNR1
PF4	FPR1
PF4	QSOX1
PF4	FAM49B
PF4	CCR6
PF4	CTSW
PF4	SSTR2
PF4	LEFTY2
PF4	GNG5
PF4	CORT
PF4	MAP2K3
PF4	CXCL1
PF4	HTR1B
PF4	MAP2K6
PF4	TAS2R13
PF4	C5AR1
PF4	CDC37L1
PF4	GNGT2
PF4	TAS2R19
PF4	C3AR1
PF4	NPY5R
PF4	PDGFB
PF4	FGB
PF4	ADCY4
PF4	TAS2R39
PF4	GALR1
PF4	GNAI3
PF4	GRM4
PF4	GRM2
PF4	CCL20
PF4	SCCPDH
CPA3	AGT
MRPL33	MRPS6
MRPL33	RPL5
MRPL33	MRPL36
MRPL33	DAP3
MRPL33	MRPL13
MRPL33	CHCHD1
MRPL33	MRPS11
MRPL33	MRPL43
MRPL33	MRRF
MRPL33	MRPL55
MRPL33	MRPL46
MRPL33	MRPL21
MRPL33	MRPL58
MRPL33	MTIF3
MRPL33	MRPL50
MRPL33	RPL23
MRPL33	AURKAIP1
MRPL33	MRPL37
MRPL33	TSFM
MRPL33	MRPL14
MRPL33	MRPL39
MRPL33	MRPL24
MRPL33	MRPL9
MRPL33	MRPL52
MRPL33	MRPL35
MRPL33	MRPL2
MRPL33	MRPL20
MRPL33	MRPS14
MRPL33	MRPS15
MRPL33	MRPL22
MRPL33	MRPS26
MRPL33	MRPS30
MRPL33	MRPS18A
MRPL33	MRPL41
MRPL33	MTRF1L
MRPL33	MRPL38
MRPL33	MRPS12
MRPL33	MRPL18
MRPL33	MRPL54
MRPL33	GADD45GIP1
MRPL33	GFM1
MRPL33	MRPL47
MRPL33	MRPS22
MRPL33	MRPL48
MRPL33	MRPL57
MRPL33	MRPL40
MRPL33	MRPL23
MRPL33	MRPL12
MRPL33	MRPL19
MRPL33	RPL11
MRPL33	MRPS16
MRPL33	MRPL11
MRPL33	MRPL1
MRPL33	RPL23A
MRPL33	MRPL42
MRPL33	MRPS24
MRPL33	MRPS34
MRPL33	MRPS31
MRPL33	RPL9
MRPL33	MRPL16
MRPL33	MRPS33
MRPL33	GFM2
MRPL33	TUFM
MRPL33	MRPS23
PPP1CB	HCFC1
PPP1CB	CNEP1R1
PPP1CB	PPP3CB
PPP1CB	MYL6
PPP1CB	SHOC2
PPP1CB	TGFBR2
PPP1CB	RHOA
PPP1CB	PPP1CA
PPP1CB	ROCK1
PPP1CB	TGFBR1
PPP1CB	PPP2R2A
PPP1CB	PPP1CC
PPP1CB	ROCK2
PPP1CB	PPP4R4
PPP1CB	PPP3CA
PPP1CB	PPP4R2
PPP1CB	WDR82
PPP1CB	OGT
PPP1CB	CSNK1D
PPP1CB	PLIN1
PPP1CB	PPP1R14A
PPP1CB	PPP2CA
PPP1CB	PPP2R1A
PPP1CB	CRY2
PPP1CB	PER1
PPP1CB	PLK1
PPP1CB	ACTB
PPP1CB	CSNK1E
PPP1CB	CYCS
PPP1CB	PPP2R5C
PPP1CB	CTDNEP1
PPP1CB	PPP2R2C
PPP1CB	MYH11
CLEC3B	VTI1B
CLEC3B	FAM3C
CLEC3B	AHSG
CLEC3B	TEX264
CLEC3B	TGFB2
CLEC3B	SELENOP
CLEC3B	NHLRC2
CLEC3B	GTPBP2
CLEC3B	F8
CLEC3B	VEGFB
CLEC3B	FGA
CLEC3B	IGF2
CLEC3B	VEGFA
CLEC3B	VEGFD
CLEC3B	TMSB4X
CLEC3B	SERPINA4
CLEC3B	PLG
CLEC3B	FGG
CLEC3B	F5
CLEC3B	A2M
CLEC3B	GAS6
CLEC3B	ECM1
CLEC3B	SERPINF2
CLEC3B	ACTN1
CLEC3B	FN1
CLEC3B	QSOX1
CLEC3B	TOR4A
CLEC3B	CFD
CLEC3B	PROS1
CLEC3B	SERPINA3
CLEC3B	FAM49B
CLEC3B	ORM2
CLEC3B	CTSW
CLEC3B	LEFTY2
CLEC3B	CDC37L1
CLEC3B	PDGFB
CLEC3B	FGB
CLEC3B	SCCPDH
CLEC3B	SERPINA1
CLEC3B	APOOL
CLEC3B	IGF1
CLEC3B	ITIH3
CLEC3B	CLU
CLEC3B	ACTN2
LZTFL1	BBIP1
LZTFL1	ARL6
LZTFL1	TTC8
LZTFL1	BBS1
CCR1	ADCY5
CCR1	HTR1F
CCR1	GPR18
CCR1	GALR2
CCR1	PMCH
CCR1	TAS2R50
CCR1	NPB
CCR1	OXER1
CCR1	GRM3
CCR1	TAS2R1
CCR1	CCR8
CCR1	PNOC
CCR1	CXCL11
CCR1	NPY2R
CCR1	DRD3
CCR1	TAS2R40
CCR1	NMUR1
CCR1	RXFP4
CCR1	NPW
CCR1	TAS2R30
CCR1	GNG7
CCR1	CXCL2
CCR1	GNB2
CCR1	P2RY4
CCR1	GNAT3
CCR1	FPR3
CCR1	CNR2
CCR1	CCR10
CCR1	GABBR1
CCR1	INSL5
CCR1	ADCY1
CCR1	S1PR1
CCR1	HRH3
CCR1	GNG12
CCR1	LPAR3
CCR1	OXGR1
CCR1	P2RY13
CCR1	S1PR2
CCR1	GNG8
CCR1	TAS2R42
CCR1	TAS2R43
CCR1	GNG10
CCR1	ADCY6
CCR1	CCR6
CCR1	LPAR1
CCR1	CXCL10
CCR1	GNAI2
CCR1	CXCR3
CCR1	TAS2R14
CCR1	P2RY14
CCR1	AGTR2
CCR1	S1PR3
CCR1	GPR55
CCR1	CXCR2
CCR1	CXCR4
CCR1	TAS2R60
CCR1	FPR1
CCR1	CCL19
CCR1	CXCL1
CCR1	GNG5
CCR1	SSTR2
CCR1	CORT
CCR1	HTR1B
CCR1	GNGT2
CCR1	C3AR1
CCR1	CCL20
CCR1	GRM2
CCR1	GRM4
CCR1	GNG4
CCR1	CASR
CCR1	NMS
CCR1	SUCNR1
CCR1	NPBWR1
CCR1	ADCY2
CCR1	OPRM1
CCR1	TAS2R41
CCR1	TAS2R38
CCR1	CCR3
CCR1	GRM8
CCR1	OPRL1
CCR1	PTGER3
CCR1	CXCL9
CCR1	HTR1E
CCR1	HCAR3
CCR1	NPY1R
CCR1	CCL28
CCR1	RXFP3
CCR1	LPAR2
CCR1	CXCR6
CCR1	CHRM4
CCR1	CCR9
CCR1	FPR2
CCR1	TAS2R46
CCR1	GPSM1
CCR1	HTR1A
CCR1	ADORA1
CCR1	GPER1
CCR1	CCR4
CCR1	CXCL8
CCR1	DRD2
CCR1	PYY
CCR1	PENK
CCR1	MTNR1A
CCR1	NPBWR2
CCR1	ADRA2C
CCR1	S1PR5
CCR1	NPY4R
CCR1	GRM7
CCR1	GNG2
CCR1	PTGDR2
CCR1	TAS2R31
CCR1	HCAR2
CCR1	CCL25
CCR1	TAS2R20
CCR1	CHRM2
CCR1	AGT
CCR1	P2RY12
CCR1	CXCL12
CCR1	GNAI1
CCR1	RLN3
CCR1	LPAR5
CCR1	CNR1
CCR1	ADCY4
CCR1	SAA1
CCR1	TAS2R39
CCR1	NPY5R
CCR1	C5AR1
CCR1	TAS2R13
CCR1	TAS2R19
CCR1	GNAI3
CCR1	GALR1
TDGF1	ACVR2B
TDGF1	YES1
TDGF1	FGR
TDGF1	LCK
TDGF1	SMAD3
TDGF1	LYN
TDGF1	SMAD4
TDGF1	SOX2
TDGF1	HCK
TDGF1	SRC
TDGF1	CER1
TDGF1	ACVR1B
TDGF1	FYN
TDGF1	LEFTY2
ELP6	ELP5
ELP6	ELP1
ELP6	HIST2H3A
ELP6	ELP4
ELP6	ELP2
DTX3L	UBAC1
DTX3L	UBE3D
DTX3L	UBE2D2
DTX3L	KLHL5
DTX3L	BTBD6
DTX3L	SPSB2
DTX3L	RBBP6
DTX3L	UBA3
DTX3L	CCNF
DTX3L	RNF123
DTX3L	UBE2U
DTX3L	RNF34
DTX3L	TRIM71
DTX3L	FBXW8
DTX3L	ZNRF2
DTX3L	LMO7
DTX3L	HECTD2
DTX3L	ANAPC2
DTX3L	CDRT1
DTX3L	UBA1
DTX3L	SOCS1
DTX3L	ATG7
DTX3L	UBE2E3
DTX3L	NEDD4L
DTX3L	UNKL
DTX3L	RCHY1
DTX3L	ASB8
DTX3L	SPSB4
DTX3L	TRIM32
DTX3L	FBXO10
DTX3L	RNF220
DTX3L	ASB14
DTX3L	SIAH1
DTX3L	TRIM63
DTX3L	LTN1
DTX3L	CUL5
DTX3L	CDC16
DTX3L	FBXO40
DTX3L	LONRF1
DTX3L	ANAPC7
DTX3L	CBLL2
DTX3L	UBR4
DTX3L	BTRC
DTX3L	HECTD1
DTX3L	ASB4
DTX3L	RNF19B
DTX3L	UBE2C
DTX3L	FBXW5
DTX3L	PJA1
DTX3L	FBXL3
DTX3L	KCTD6
DTX3L	KLHL9
DTX3L	UBE2E2
DTX3L	HERC4
DTX3L	KLHL21
DTX3L	ASB7
DTX3L	UBE2D3
DTX3L	TRIM9
DTX3L	RNF213
DTX3L	KBTBD7
DTX3L	ASB5
DTX3L	TRAIP
DTX3L	CUL1
DTX3L	UBB
DTX3L	RNF130
DTX3L	FBXL14
DTX3L	RNF217
DTX3L	SOCS3
DTX3L	SPSB1
DTX3L	UBE2A
DTX3L	ZNRF1
DTX3L	MIB2
DTX3L	LRR1
DTX3L	CUL7
DTX3L	UBE2J1
DTX3L	HERC1
DTX3L	UBE2E1
DTX3L	RNF4
DTX3L	TRAF7
DTX3L	UBE2N
DTX3L	TRIM50
DTX3L	UBE2G2
DTX3L	KBTBD13
DTX3L	MEX3C
DTX3L	FBXW12
DTX3L	FBXO15
DTX3L	UBE2L3
DTX3L	ANAPC13
DTX3L	UBA52
DTX3L	FBXO31
DTX3L	UBE3A
DTX3L	FBXL16
DTX3L	UBE3C
DTX3L	CUL2
DTX3L	FBXO21
DTX3L	FBXO22
DTX3L	MYLIP
DTX3L	UBE4A
DTX3L	UBE3B
DTX3L	RNF182
DTX3L	ASB13
DTX3L	KLHL2
DTX3L	ASB2
DTX3L	ASB11
DTX3L	ANAPC11
DTX3L	FBXL7
DTX3L	TRIM39
DTX3L	AREL1
DTX3L	TRIM4
DTX3L	FBXW9
DTX3L	UBC
DTX3L	SMURF1
DTX3L	UBE2Z
DTX3L	ZBTB16
DTX3L	ASB9
DTX3L	UBR2
DTX3L	ANAPC10
DTX3L	ASB18
DTX3L	CDC27
DTX3L	KBTBD6
DTX3L	HECTD3
DTX3L	ANAPC4
DTX3L	NEDD4
DTX3L	UBE2V2
DTX3L	KLHL42
DTX3L	KBTBD8
DTX3L	UBE2J2
DTX3L	UBA7
DTX3L	KLHL22
DTX3L	DET1
DTX3L	TRIM41
DTX3L	RNF19A
DTX3L	RNF6
DTX3L	FBXO6
DTX3L	FZR1
DTX3L	CDC20
DTX3L	PJA2
DTX3L	FBXO41
DTX3L	FBXL5
DTX3L	CDC23
DTX3L	UBE2G1
DTX3L	RNF14
DTX3L	ASB10
DTX3L	ANAPC1
DTX3L	TRIM69
DTX3L	SIAH2
DTX3L	UBE2O
DTX3L	RBCK1
DTX3L	FBXL18
DTX3L	LRSAM1
DTX3L	RNF41
DTX3L	UFL1
DTX3L	UBA6
DTX3L	UBE2H
DTX3L	ITCH
DTX3L	DCAF1
DTX3L	ASB12
DTX3L	UBA5
DTX3L	PRKN
DTX3L	KLHL11
DTX3L	KLHL25
DTX3L	KLHL3
DTX3L	UBE2V1
DTX3L	FBXO32
DTX3L	ARIH2
DTX3L	DZIP3
DTX3L	FBXO2
DTX3L	UBE2D1
DTX3L	FBXL19
DTX3L	FBXL13
DTX3L	LRRC41
DTX3L	CDC26
ITGB5	MYLPF
ITGB5	MYL6
ITGB5	TLN1
ITGB5	ITGA11
ITGB5	CALD1
ITGB5	ITGA8
ITGB5	MYLK
ITGB5	TPM3
ITGB5	MYL5
ITGB5	ITGA4
ITGB5	ITGA2
ITGB5	FLNA
ITGB5	ITGAL
ITGB5	TPM2
ITGB5	CD36
ITGB5	SMAD3
ITGB5	PLAU
ITGB5	SP3
ITGB5	YES1
ITGB5	LMOD1
ITGB5	COL18A1
ITGB5	SORBS1
ITGB5	SMAD4
ITGB5	ITGAD
ITGB5	ITGB1
ITGB5	COL4A2
ITGB5	CYR61
ITGB5	SRC
ITGB5	ITGB2
ITGB5	PLAUR
ITGB5	SPP1
ITGB5	MYH11
ITGB5	TPM4
ITGB5	SP1
ITGB5	FYN
ITGB5	EDIL3
SNIP1	SMAD3
SNIP1	SMAD4
SNIP1	RBMX2
RPN1	RPL10L
RPN1	RPL23
RPN1	SRPRB
RPN1	RPS29
RPN1	RPS9
RPN1	SEC61A2
RPN1	RPS18
RPN1	RPS26
RPN1	SEC11C
RPN1	RPL15
RPN1	RPS10
RPN1	RPL41
RPN1	PSMA1
RPN1	RPS2
RPN1	RPL3
RPN1	RPL7A
RPN1	STT3A
RPN1	RPL36AL
RPN1	DDOST
RPN1	RPL4
RPN1	UBA52
RPN1	RPL18
RPN1	RPL13A
RPN1	RPSA
RPN1	RPL31
RPN1	DOLPP1
RPN1	SSR4
RPN1	RPS6
RPN1	RPL10
RPN1	MAGT1
RPN1	PSMD12
RPN1	RPL37A
RPN1	PSMB5
RPN1	ALG10B
RPN1	RPS19
RPN1	RPL22
RPN1	SRP72
RPN1	SRPRA
RPN1	RPL13
RPN1	RPL39
RPN1	RPS20
RPN1	RPLP1
RPN1	RPL35A
RPN1	RPS24
RPN1	RPS28
RPN1	RPLP0
RPN1	RPS7
RPN1	RPL24
RPN1	RPL22L1
RPN1	RPL12
RPN1	RPL9
RPN1	RPS8
RPN1	SRP19
RPN1	SPCS3
RPN1	RPL23A
RPN1	RPL14
RPN1	PSMD14
RPN1	RPS25
RPN1	RPL32
RPN1	SRP9
RPN1	RPS23
RPN1	RPS3
RPN1	RPL21
RPN1	RPL38
RPN1	RPL10A
RPN1	RPS27
RPN1	SRP68
RPN1	RPS27L
RPN1	RPL34
RPN1	SEC61G
RPN1	RPS13
RPN1	RPL17
RPN1	RPS15
RPN1	RPS15A
RPN1	RPL36A
RPN1	RPS3A
RPN1	PSMB2
RPN1	PSMA7
RPN1	RPS4X
RPN1	RPL5
RPN1	RPL7
RPN1	RPL27A
RPN1	RPS21
RPN1	RPL11
RPN1	RPS14
RPN1	RPL39L
RPN1	PSMD4
RPN1	RPLP2
SENP2	SUMO1
SENP2	SUMO2
SENP2	SUMO3
IFT122	PRKAR1A
IFT122	TTC30B
IFT122	IFT27
IFT122	PRKAR1B
IFT122	TTC30A
IFT122	DYNLRB1
IFT122	WDR19
IFT122	KIFAP3
IFT122	IFT22
IFT122	IFT52
IFT122	IFT80
IFT122	WDR35
IFT122	TULP3
IFT122	PRKACG
IFT122	TTC26
IFT122	TCTE3
IFT122	TRAF3IP1
IFT122	GLI2
IFT122	IFT20
IFT122	IFT88
IFT122	WDR34
IFT122	IFT74
IFT122	DYNC2H1
IFT122	SUFU
IFT122	KIF3B
IFT122	PRKACA
IFT122	KIF3A
IFT122	GLI3
IFT122	TCTEX1D2
IFT122	PRKACB
IFT122	CLUAP1
IFT122	WDR60
IFT122	DYNLRB2
IFT122	IFT140
RHO	EXOC7
RHO	GNG5
RHO	EXOC5
RHO	GNGT2
RHO	GNG4
RHO	PPEF1
RHO	ARRB1
RHO	ASAP1
RHO	CNGA4
RHO	RRH
RHO	GNG8
RHO	GNG7
RHO	OPN1LW
RHO	GNB2
RHO	ARF4
RHO	GRK1
RHO	RAB8A
RHO	RGR
RHO	OPN3
RHO	GNG12
RHO	GNG10
RHO	SAG
RHO	EXOC1
RHO	CNGA2
RHO	RAB3IP
RHO	EXOC3
RHO	OPN5
RHO	GNG2
RFC4	CHEK1
RFC4	RMI2
RFC4	POLD4
RFC4	DNA2
RFC4	CHTF8
RFC4	PCNA
RFC4	CUL4B
RFC4	ATRIP
RFC4	CUL4A
RFC4	DDB1
RFC4	RFC3
RFC4	RAD17
RFC4	POLR2L
RFC4	ERCC6
RFC4	ERCC4
RFC4	MRE11
RFC4	UBA52
RFC4	PARP1
RFC4	DSCC1
RFC4	BRCA2
RFC4	MCM7
RFC4	POLE
RFC4	REV3L
RFC4	POLR2G
RFC4	CLSPN
RFC4	BLM
RFC4	RAD9B
RFC4	XAB2
RFC4	LIG3
RFC4	XRCC3
RFC4	ERCC2
RFC4	POLE3
RFC4	FANCI
RFC4	FANCF
RFC4	KAT5
RFC4	UBE2T
RFC4	USP7
RFC4	HMGN1
RFC4	UBA7
RFC4	PPIE
RFC4	PRIM1
RFC4	TCEA1
RFC4	ERCC5
RFC4	DTL
RFC4	GTF2H3
RFC4	RAD51
RFC4	RAD1
RFC4	RAD51B
RFC4	PCLAF
RFC4	TOP3A
RFC4	POLR2K
RFC4	UBB
RFC4	TRIM25
RFC4	FANCA
RFC4	RMI1
RFC4	XRCC2
RFC4	BRCA1
RFC4	NPLOC4
RFC4	FAAP100
RFC4	YWHAZ
RFC4	EXO1
RFC4	POLD1
RFC4	RBBP8
RFC4	UVSSA
RFC4	FANCG
RFC4	ATR
RFC4	RHNO1
RFC4	POLR2B
RFC4	SMARCAL1
RFC4	FEN1
RFC4	ISG15
RFC4	CHD1L
RFC4	FANCL
RFC4	TIMELESS
RFC4	XPA
RFC4	ZNF830
RFC4	RAD9A
RFC4	RPA2
RFC4	RFC1
RFC4	WRN
RFC4	POLI
RFC4	POLD2
RFC4	VCP
RFC4	POLR2F
RFC4	UBC
RFC4	RFC5
RFC4	FANCB
RFC4	RAD52
RFC4	USP1
RFC4	POLH
RFC4	POLE4
RFC4	POLA1
RFC4	RAD51C
RPL39L	RPL13A
